stoi_noisy_l,stoi_noisy_r,stoi_enhanced_l,stoi_enhanced_r,mbstoi_noisy,mbstoi_enhanced,snr_noisy_l,snr_noisy_r,snr_enhanced_l,snr_enhanced_r,ild_error,ipd_error,clean_path,noisy_path
0.24167263507843018,0.25918418169021606,0.374077707529068,0.388386070728302,0.23553872873026493,0.3326901274894851,-7.2080666241107085,-7.063084418080208,-9.860890200267669,-9.846453626446932,3.0389868486781433,23.378859418229325,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p277_000496_az+004_el+00_d300_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p277_000496_az+004_el+00_d300_snr-06.wav
0.49897968769073486,0.4025527834892273,0.5749960541725159,0.48247087001800537,0.2996337809952192,0.4297980884258042,-7.731353623629189,-8.264947512540125,-9.993370174900637,-9.997031496722371,4.260197346434062,71.96504244368693,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p234_000462_az-011_el+00_d080_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p234_000462_az-011_el+00_d080_snr-06.wav
0.5135489702224731,0.5235588550567627,0.6368023753166199,0.6373159885406494,0.5177074263720889,0.624850465426963,-7.139867732235998,-7.0192630135458804,-9.925424818893564,-9.93567968184312,2.7633206067561207,18.135594691619584,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p263_000436_az+043_el+00_d300_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p263_000436_az+043_el+00_d300_snr-06.wav
0.34417083859443665,0.35118338465690613,0.47508367896080017,0.48194390535354614,0.32437574989114615,0.45479029026563667,-8.03313985183998,-7.977696884842806,-9.9799055077405,-9.971703478736448,2.865810824526925,19.641567913293166,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p243_000378_az+051_el+00_d300_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p243_000378_az+051_el+00_d300_snr-06.wav
0.2362111210823059,0.2545466721057892,0.3130984306335449,0.3335410952568054,0.21457472550371254,0.2763605267462623,-8.638491743260008,-8.569916293853902,-9.985313734125222,-9.987288151270198,2.8850503940059786,22.722163045418043,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p228_000481_az+088_el+00_d080_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p228_000481_az+088_el+00_d080_snr-06.wav
0.24758991599082947,0.26636141538619995,0.32461702823638916,0.3332449793815613,0.21966187947087273,0.2840872542846728,-7.851802115121865,-7.795085274072545,-9.963596367952814,-9.97649750611973,2.2077463817990997,17.006192580311513,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p330_000421_az+002_el+00_d080_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p330_000421_az+002_el+00_d080_snr-06.wav
0.2914145588874817,0.29804176092147827,0.3628368079662323,0.36492159962654114,0.27759922285422617,0.320984527246054,-8.60677031953735,-8.581156363101258,-9.967741570354011,-9.979324061516957,2.6621276751490632,18.949771081771722,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p361_000195_az+005_el+00_d080_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p361_000195_az+005_el+00_d080_snr-06.wav
0.31695327162742615,0.07072971016168594,0.3937913477420807,0.11867601424455643,0.0344019628606029,0.15501438736771078,-7.269382050243821,-9.16664004688138,-9.944015037580893,-9.990116848482923,8.494432227172053,78.23248892580288,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p247_000044_az-036_el+00_d300_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p247_000044_az-036_el+00_d300_snr-06.wav
0.3729838728904724,0.0693734884262085,0.4772869646549225,0.10449008643627167,0.03707333819114279,0.12194775720054164,-7.438363586360065,-9.366511622538543,-9.932691612252531,-9.986892046343405,16.255567812609765,88.08227410432033,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p329_000285_az-067_el+00_d080_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p329_000285_az-067_el+00_d080_snr-06.wav
0.23087425529956818,0.2464449107646942,0.3167670965194702,0.3183063864707947,0.21592294586520525,0.2922310343212818,-6.668194495765424,-6.617425335481492,-9.887689939696052,-9.904011275190705,2.266098901416929,18.928864141507688,./DCNN/datasets/DATASET//clean_testset_1f/SNR_-6dB/p292_000186_az+031_el+00_d300_snr-06.wav,DCNN/datasets/DATASET/noisy_testset_1f/SNR_-6dB/p292_000186_az+031_el+00_d300_snr-06.wav
